folder,image,variant,expected_fruit,expected_ripeness,predicted_fruit,predicted_ripeness,confidence,detected,fruit_correct,ripeness_correct,exact_correct
Unripe Banana,C:\Users\Kai\Documents\Image Processing\assgm\archive (1)\Unripe Banana\Raw_Banana_0_929_jpg.rf.04e7cda8d9226bbafcf1bc07a6b76bb4.jpg,resized_only,Banana,Unripe,Banana,Ripe,0.6128929257392883,True,True,False,False
Unripe Banana,C:\Users\Kai\Documents\Image Processing\assgm\archive (1)\Unripe Banana\Raw_Banana_0_929_jpg.rf.04e7cda8d9226bbafcf1bc07a6b76bb4.jpg,median3_bilateral,Banana,Unripe,Banana,Ripe,0.7246227264404297,True,True,False,False
Unripe Banana,C:\Users\Kai\Documents\Image Processing\assgm\archive (1)\Unripe Banana\Raw_Banana_0_929_jpg.rf.04e7cda8d9226bbafcf1bc07a6b76bb4.jpg,median5_bilateral,Banana,Unripe,Banana,Ripe,0.7819263339042664,True,True,False,False
Unripe Banana,C:\Users\Kai\Documents\Image Processing\assgm\archive (1)\Unripe Banana\Raw_Banana_0_929_jpg.rf.04e7cda8d9226bbafcf1bc07a6b76bb4.jpg,median3_clahe,Banana,Unripe,Pear,Ripe,0.4598460793495178,True,False,False,False
Unripe Banana,C:\Users\Kai\Documents\Image Processing\assgm\archive (1)\Unripe Banana\Raw_Banana_0_929_jpg.rf.04e7cda8d9226bbafcf1bc07a6b76bb4.jpg,median5_clahe,Banana,Unripe,Pear,Ripe,0.47895923256874084,True,False,False,False
Ripe Grape,C:\Users\Kai\Documents\Image Processing\assgm\archive (1)\Ripe Grape\05E621YQ1UN9_jpg.rf.842343d7fa930abe265c716e8071239a.jpg,resized_only,Grape,Ripe,Grape,Rotten,0.9017763733863831,True,True,False,False
Ripe Grape,C:\Users\Kai\Documents\Image Processing\assgm\archive (1)\Ripe Grape\05E621YQ1UN9_jpg.rf.842343d7fa930abe265c716e8071239a.jpg,median3_bilateral,Grape,Ripe,Grape,Ripe,0.8809419870376587,True,True,True,True
Ripe Grape,C:\Users\Kai\Documents\Image Processing\assgm\archive (1)\Ripe Grape\05E621YQ1UN9_jpg.rf.842343d7fa930abe265c716e8071239a.jpg,median5_bilateral,Grape,Ripe,Grape,Ripe,0.8239361643791199,True,True,True,True
Ripe Grape,C:\Users\Kai\Documents\Image Processing\assgm\archive (1)\Ripe Grape\05E621YQ1UN9_jpg.rf.842343d7fa930abe265c716e8071239a.jpg,median3_clahe,Grape,Ripe,Grape,Ripe,0.8730416297912598,True,True,True,True
Ripe Grape,C:\Users\Kai\Documents\Image Processing\assgm\archive (1)\Ripe Grape\05E621YQ1UN9_jpg.rf.842343d7fa930abe265c716e8071239a.jpg,median5_clahe,Grape,Ripe,Grape,Unripe,0.8140016198158264,True,True,False,False
Ripe Grape,C:\Users\Kai\Documents\Image Processing\assgm\archive (1)\Ripe Grape\2024-06-12-07-39-56_mp4-0303_jpg.rf.a8d1a2d19eac5d4a647c8d5958ae859a.jpg,resized_only,Grape,Ripe,Grape,Unripe,0.7025666832923889,True,True,False,False
Ripe Grape,C:\Users\Kai\Documents\Image Processing\assgm\archive (1)\Ripe Grape\2024-06-12-07-39-56_mp4-0303_jpg.rf.a8d1a2d19eac5d4a647c8d5958ae859a.jpg,median3_bilateral,Grape,Ripe,Grape,Unripe,0.8258625268936157,True,True,False,False
Ripe Grape,C:\Users\Kai\Documents\Image Processing\assgm\archive (1)\Ripe Grape\2024-06-12-07-39-56_mp4-0303_jpg.rf.a8d1a2d19eac5d4a647c8d5958ae859a.jpg,median5_bilateral,Grape,Ripe,Grape,Unripe,0.8375146389007568,True,True,False,False
Ripe Grape,C:\Users\Kai\Documents\Image Processing\assgm\archive (1)\Ripe Grape\2024-06-12-07-39-56_mp4-0303_jpg.rf.a8d1a2d19eac5d4a647c8d5958ae859a.jpg,median3_clahe,Grape,Ripe,Grape,Unripe,0.8259740471839905,True,True,False,False
Ripe Grape,C:\Users\Kai\Documents\Image Processing\assgm\archive (1)\Ripe Grape\2024-06-12-07-39-56_mp4-0303_jpg.rf.a8d1a2d19eac5d4a647c8d5958ae859a.jpg,median5_clahe,Grape,Ripe,Grape,Unripe,0.843293309211731,True,True,False,False
Ripe Grape,C:\Users\Kai\Documents\Image Processing\assgm\archive (1)\Ripe Grape\2024-06-12-11-19-43-1-_mp4-0205_jpg.rf.999f7d4cf6e6525749054ceff42b261a.jpg,resized_only,Grape,Ripe,Grape,Overripe,0.7139550447463989,True,True,False,False
Ripe Grape,C:\Users\Kai\Documents\Image Processing\assgm\archive (1)\Ripe Grape\2024-06-12-11-19-43-1-_mp4-0205_jpg.rf.999f7d4cf6e6525749054ceff42b261a.jpg,median3_bilateral,Grape,Ripe,Grape,Overripe,0.6516093611717224,True,True,False,False
Ripe Grape,C:\Users\Kai\Documents\Image Processing\assgm\archive (1)\Ripe Grape\2024-06-12-11-19-43-1-_mp4-0205_jpg.rf.999f7d4cf6e6525749054ceff42b261a.jpg,median5_bilateral,Grape,Ripe,Grape,Overripe,0.6436155438423157,True,True,False,False
Ripe Grape,C:\Users\Kai\Documents\Image Processing\assgm\archive (1)\Ripe Grape\2024-06-12-11-19-43-1-_mp4-0205_jpg.rf.999f7d4cf6e6525749054ceff42b261a.jpg,median3_clahe,Grape,Ripe,Apple,Ripe,0.5100134611129761,True,False,True,False
Ripe Grape,C:\Users\Kai\Documents\Image Processing\assgm\archive (1)\Ripe Grape\2024-06-12-11-19-43-1-_mp4-0205_jpg.rf.999f7d4cf6e6525749054ceff42b261a.jpg,median5_clahe,Grape,Ripe,Grape,Overripe,0.561534583568573,True,True,False,False
Ripe Grape,C:\Users\Kai\Documents\Image Processing\assgm\archive (1)\Ripe Grape\2024-06-12-11-19-43-1-_mp4-0264_jpg.rf.e2b73979b21137f523ab421a57868f69.jpg,resized_only,Grape,Ripe,,,0.0,False,False,False,False
Ripe Grape,C:\Users\Kai\Documents\Image Processing\assgm\archive (1)\Ripe Grape\2024-06-12-11-19-43-1-_mp4-0264_jpg.rf.e2b73979b21137f523ab421a57868f69.jpg,median3_bilateral,Grape,Ripe,,,0.0,False,False,False,False
Ripe Grape,C:\Users\Kai\Documents\Image Processing\assgm\archive (1)\Ripe Grape\2024-06-12-11-19-43-1-_mp4-0264_jpg.rf.e2b73979b21137f523ab421a57868f69.jpg,median5_bilateral,Grape,Ripe,Grape,Overripe,0.4750337600708008,True,True,False,False
Ripe Grape,C:\Users\Kai\Documents\Image Processing\assgm\archive (1)\Ripe Grape\2024-06-12-11-19-43-1-_mp4-0264_jpg.rf.e2b73979b21137f523ab421a57868f69.jpg,median3_clahe,Grape,Ripe,Grape,Overripe,0.4131704270839691,True,True,False,False
Ripe Grape,C:\Users\Kai\Documents\Image Processing\assgm\archive (1)\Ripe Grape\2024-06-12-11-19-43-1-_mp4-0264_jpg.rf.e2b73979b21137f523ab421a57868f69.jpg,median5_clahe,Grape,Ripe,Grape,Overripe,0.4711895287036896,True,True,False,False
Ripe Grape,C:\Users\Kai\Documents\Image Processing\assgm\archive (1)\Ripe Grape\2024-06-19-11-31-32_mp4-0175_jpg.rf.f1287bcaae23c6bda4227d549ec54b14.jpg,resized_only,Grape,Ripe,Grape,Ripe,0.7330580949783325,True,True,True,True
Ripe Grape,C:\Users\Kai\Documents\Image Processing\assgm\archive (1)\Ripe Grape\2024-06-19-11-31-32_mp4-0175_jpg.rf.f1287bcaae23c6bda4227d549ec54b14.jpg,median3_bilateral,Grape,Ripe,Grape,Ripe,0.7588116526603699,True,True,True,True
Ripe Grape,C:\Users\Kai\Documents\Image Processing\assgm\archive (1)\Ripe Grape\2024-06-19-11-31-32_mp4-0175_jpg.rf.f1287bcaae23c6bda4227d549ec54b14.jpg,median5_bilateral,Grape,Ripe,Grape,Ripe,0.7616832852363586,True,True,True,True
Ripe Grape,C:\Users\Kai\Documents\Image Processing\assgm\archive (1)\Ripe Grape\2024-06-19-11-31-32_mp4-0175_jpg.rf.f1287bcaae23c6bda4227d549ec54b14.jpg,median3_clahe,Grape,Ripe,Grape,Ripe,0.6373130083084106,True,True,True,True
Ripe Grape,C:\Users\Kai\Documents\Image Processing\assgm\archive (1)\Ripe Grape\2024-06-19-11-31-32_mp4-0175_jpg.rf.f1287bcaae23c6bda4227d549ec54b14.jpg,median5_clahe,Grape,Ripe,Grape,Ripe,0.6700942516326904,True,True,True,True
Ripe Grape,C:\Users\Kai\Documents\Image Processing\assgm\archive (1)\Ripe Grape\2024-06-19-11-31-32_mp4-0399_jpg.rf.edf3a3fd9f4d8b13ac8fc5bb0b377709.jpg,resized_only,Grape,Ripe,Grape,Overripe,0.7175325751304626,True,True,False,False
Ripe Grape,C:\Users\Kai\Documents\Image Processing\assgm\archive (1)\Ripe Grape\2024-06-19-11-31-32_mp4-0399_jpg.rf.edf3a3fd9f4d8b13ac8fc5bb0b377709.jpg,median3_bilateral,Grape,Ripe,Grape,Ripe,0.759992241859436,True,True,True,True
Ripe Grape,C:\Users\Kai\Documents\Image Processing\assgm\archive (1)\Ripe Grape\2024-06-19-11-31-32_mp4-0399_jpg.rf.edf3a3fd9f4d8b13ac8fc5bb0b377709.jpg,median5_bilateral,Grape,Ripe,Grape,Ripe,0.740250825881958,True,True,True,True
Ripe Grape,C:\Users\Kai\Documents\Image Processing\assgm\archive (1)\Ripe Grape\2024-06-19-11-31-32_mp4-0399_jpg.rf.edf3a3fd9f4d8b13ac8fc5bb0b377709.jpg,median3_clahe,Grape,Ripe,Grape,Ripe,0.7475741505622864,True,True,True,True
Ripe Grape,C:\Users\Kai\Documents\Image Processing\assgm\archive (1)\Ripe Grape\2024-06-19-11-31-32_mp4-0399_jpg.rf.edf3a3fd9f4d8b13ac8fc5bb0b377709.jpg,median5_clahe,Grape,Ripe,Grape,Ripe,0.741318941116333,True,True,True,True
Ripe Grape,C:\Users\Kai\Documents\Image Processing\assgm\archive (1)\Ripe Grape\371_png.rf.ad4e750afd96f3643d1ce502434527e6.jpg,resized_only,Grape,Ripe,Grape,Rotten,0.7605628371238708,True,True,False,False
Ripe Grape,C:\Users\Kai\Documents\Image Processing\assgm\archive (1)\Ripe Grape\371_png.rf.ad4e750afd96f3643d1ce502434527e6.jpg,median3_bilateral,Grape,Ripe,Grape,Rotten,0.7277356386184692,True,True,False,False
Ripe Grape,C:\Users\Kai\Documents\Image Processing\assgm\archive (1)\Ripe Grape\371_png.rf.ad4e750afd96f3643d1ce502434527e6.jpg,median5_bilateral,Grape,Ripe,Grape,Rotten,0.7496125102043152,True,True,False,False
Ripe Grape,C:\Users\Kai\Documents\Image Processing\assgm\archive (1)\Ripe Grape\371_png.rf.ad4e750afd96f3643d1ce502434527e6.jpg,median3_clahe,Grape,Ripe,Grape,Rotten,0.7385390996932983,True,True,False,False
Ripe Grape,C:\Users\Kai\Documents\Image Processing\assgm\archive (1)\Ripe Grape\371_png.rf.ad4e750afd96f3643d1ce502434527e6.jpg,median5_clahe,Grape,Ripe,Grape,Rotten,0.7331613898277283,True,True,False,False
Ripe Grape,C:\Users\Kai\Documents\Image Processing\assgm\archive (1)\Ripe Grape\8N2VGZGERMPJ_jpg.rf.510fbb8fc69d82174dc25a9120ec0815.jpg,resized_only,Grape,Ripe,Grape,Ripe,0.6058040261268616,True,True,True,True
Ripe Grape,C:\Users\Kai\Documents\Image Processing\assgm\archive (1)\Ripe Grape\8N2VGZGERMPJ_jpg.rf.510fbb8fc69d82174dc25a9120ec0815.jpg,median3_bilateral,Grape,Ripe,Grape,Unripe,0.6891277432441711,True,True,False,False
Ripe Grape,C:\Users\Kai\Documents\Image Processing\assgm\archive (1)\Ripe Grape\8N2VGZGERMPJ_jpg.rf.510fbb8fc69d82174dc25a9120ec0815.jpg,median5_bilateral,Grape,Ripe,Grape,Unripe,0.7239363789558411,True,True,False,False
Ripe Grape,C:\Users\Kai\Documents\Image Processing\assgm\archive (1)\Ripe Grape\8N2VGZGERMPJ_jpg.rf.510fbb8fc69d82174dc25a9120ec0815.jpg,median3_clahe,Grape,Ripe,Grape,Ripe,0.5420953035354614,True,True,True,True
Ripe Grape,C:\Users\Kai\Documents\Image Processing\assgm\archive (1)\Ripe Grape\8N2VGZGERMPJ_jpg.rf.510fbb8fc69d82174dc25a9120ec0815.jpg,median5_clahe,Grape,Ripe,Grape,Unripe,0.7057681679725647,True,True,False,False
Ripe Grape,C:\Users\Kai\Documents\Image Processing\assgm\archive (1)\Ripe Grape\I5XN3RRNRXE8_jpg.rf.15d1980099113b8ce12cc7c1961db6a4.jpg,resized_only,Grape,Ripe,Grape,Ripe,0.8805564045906067,True,True,True,True
Ripe Grape,C:\Users\Kai\Documents\Image Processing\assgm\archive (1)\Ripe Grape\I5XN3RRNRXE8_jpg.rf.15d1980099113b8ce12cc7c1961db6a4.jpg,median3_bilateral,Grape,Ripe,Grape,Unripe,0.8382718563079834,True,True,False,False
Ripe Grape,C:\Users\Kai\Documents\Image Processing\assgm\archive (1)\Ripe Grape\I5XN3RRNRXE8_jpg.rf.15d1980099113b8ce12cc7c1961db6a4.jpg,median5_bilateral,Grape,Ripe,Grape,Unripe,0.8312164545059204,True,True,False,False
Ripe Grape,C:\Users\Kai\Documents\Image Processing\assgm\archive (1)\Ripe Grape\I5XN3RRNRXE8_jpg.rf.15d1980099113b8ce12cc7c1961db6a4.jpg,median3_clahe,Grape,Ripe,Grape,Unripe,0.8374386429786682,True,True,False,False
Ripe Grape,C:\Users\Kai\Documents\Image Processing\assgm\archive (1)\Ripe Grape\I5XN3RRNRXE8_jpg.rf.15d1980099113b8ce12cc7c1961db6a4.jpg,median5_clahe,Grape,Ripe,Grape,Unripe,0.8316759467124939,True,True,False,False
Ripe Grape,C:\Users\Kai\Documents\Image Processing\assgm\archive (1)\Ripe Grape\ZENZ51IVM0TN_jpg.rf.41e369ebb5f35bf6b7e09cafc4c118dc.jpg,resized_only,Grape,Ripe,Grape,Ripe,0.8677128553390503,True,True,True,True
Ripe Grape,C:\Users\Kai\Documents\Image Processing\assgm\archive (1)\Ripe Grape\ZENZ51IVM0TN_jpg.rf.41e369ebb5f35bf6b7e09cafc4c118dc.jpg,median3_bilateral,Grape,Ripe,Grape,Ripe,0.8727389574050903,True,True,True,True
Ripe Grape,C:\Users\Kai\Documents\Image Processing\assgm\archive (1)\Ripe Grape\ZENZ51IVM0TN_jpg.rf.41e369ebb5f35bf6b7e09cafc4c118dc.jpg,median5_bilateral,Grape,Ripe,Grape,Ripe,0.8666349053382874,True,True,True,True
Ripe Grape,C:\Users\Kai\Documents\Image Processing\assgm\archive (1)\Ripe Grape\ZENZ51IVM0TN_jpg.rf.41e369ebb5f35bf6b7e09cafc4c118dc.jpg,median3_clahe,Grape,Ripe,Grape,Ripe,0.871375560760498,True,True,True,True
Ripe Grape,C:\Users\Kai\Documents\Image Processing\assgm\archive (1)\Ripe Grape\ZENZ51IVM0TN_jpg.rf.41e369ebb5f35bf6b7e09cafc4c118dc.jpg,median5_clahe,Grape,Ripe,Grape,Ripe,0.8405643701553345,True,True,True,True
Unripe Grape,C:\Users\Kai\Documents\Image Processing\assgm\archive (1)\Unripe Grape\028425cf-278_jpg.rf.f78f483a2fb51405588ebb457296d121.jpg,resized_only,Grape,Unripe,Grape,Unripe,0.8421592116355896,True,True,True,True
Unripe Grape,C:\Users\Kai\Documents\Image Processing\assgm\archive (1)\Unripe Grape\028425cf-278_jpg.rf.f78f483a2fb51405588ebb457296d121.jpg,median3_bilateral,Grape,Unripe,Grape,Unripe,0.8136755228042603,True,True,True,True
Unripe Grape,C:\Users\Kai\Documents\Image Processing\assgm\archive (1)\Unripe Grape\028425cf-278_jpg.rf.f78f483a2fb51405588ebb457296d121.jpg,median5_bilateral,Grape,Unripe,Grape,Unripe,0.7906992435455322,True,True,True,True
Unripe Grape,C:\Users\Kai\Documents\Image Processing\assgm\archive (1)\Unripe Grape\028425cf-278_jpg.rf.f78f483a2fb51405588ebb457296d121.jpg,median3_clahe,Grape,Unripe,Grape,Unripe,0.8222739100456238,True,True,True,True
Unripe Grape,C:\Users\Kai\Documents\Image Processing\assgm\archive (1)\Unripe Grape\028425cf-278_jpg.rf.f78f483a2fb51405588ebb457296d121.jpg,median5_clahe,Grape,Unripe,Grape,Unripe,0.7801787853240967,True,True,True,True
Unripe Grape,C:\Users\Kai\Documents\Image Processing\assgm\archive (1)\Unripe Grape\2024-06-12-07-39-56_mp4-0267_jpg.rf.8adb3691a1b936476277a7b3bb0e118a.jpg,resized_only,Grape,Unripe,Grape,Unripe,0.708591639995575,True,True,True,True
Unripe Grape,C:\Users\Kai\Documents\Image Processing\assgm\archive (1)\Unripe Grape\2024-06-12-07-39-56_mp4-0267_jpg.rf.8adb3691a1b936476277a7b3bb0e118a.jpg,median3_bilateral,Grape,Unripe,Grape,Unripe,0.7282696962356567,True,True,True,True
Unripe Grape,C:\Users\Kai\Documents\Image Processing\assgm\archive (1)\Unripe Grape\2024-06-12-07-39-56_mp4-0267_jpg.rf.8adb3691a1b936476277a7b3bb0e118a.jpg,median5_bilateral,Grape,Unripe,Grape,Unripe,0.7086633443832397,True,True,True,True
Unripe Grape,C:\Users\Kai\Documents\Image Processing\assgm\archive (1)\Unripe Grape\2024-06-12-07-39-56_mp4-0267_jpg.rf.8adb3691a1b936476277a7b3bb0e118a.jpg,median3_clahe,Grape,Unripe,Grape,Unripe,0.6752619743347168,True,True,True,True
Unripe Grape,C:\Users\Kai\Documents\Image Processing\assgm\archive (1)\Unripe Grape\2024-06-12-07-39-56_mp4-0267_jpg.rf.8adb3691a1b936476277a7b3bb0e118a.jpg,median5_clahe,Grape,Unripe,Grape,Unripe,0.660412073135376,True,True,True,True
Unripe Grape,C:\Users\Kai\Documents\Image Processing\assgm\archive (1)\Unripe Grape\2024-06-12-11-19-43-1-_mp4-0124_jpg.rf.8f43daab5a63f301773c4418ab4d23f0.jpg,resized_only,Grape,Unripe,Grape,Unripe,0.8256060481071472,True,True,True,True
Unripe Grape,C:\Users\Kai\Documents\Image Processing\assgm\archive (1)\Unripe Grape\2024-06-12-11-19-43-1-_mp4-0124_jpg.rf.8f43daab5a63f301773c4418ab4d23f0.jpg,median3_bilateral,Grape,Unripe,Grape,Unripe,0.8185151219367981,True,True,True,True
Unripe Grape,C:\Users\Kai\Documents\Image Processing\assgm\archive (1)\Unripe Grape\2024-06-12-11-19-43-1-_mp4-0124_jpg.rf.8f43daab5a63f301773c4418ab4d23f0.jpg,median5_bilateral,Grape,Unripe,Grape,Unripe,0.8037257194519043,True,True,True,True
Unripe Grape,C:\Users\Kai\Documents\Image Processing\assgm\archive (1)\Unripe Grape\2024-06-12-11-19-43-1-_mp4-0124_jpg.rf.8f43daab5a63f301773c4418ab4d23f0.jpg,median3_clahe,Grape,Unripe,Grape,Unripe,0.7844448685646057,True,True,True,True
Unripe Grape,C:\Users\Kai\Documents\Image Processing\assgm\archive (1)\Unripe Grape\2024-06-12-11-19-43-1-_mp4-0124_jpg.rf.8f43daab5a63f301773c4418ab4d23f0.jpg,median5_clahe,Grape,Unripe,Grape,Unripe,0.7944478988647461,True,True,True,True
Unripe Grape,C:\Users\Kai\Documents\Image Processing\assgm\archive (1)\Unripe Grape\2024-06-19-11-31-32_mp4-0005_jpg.rf.14bed68b5b7a03708156672cfb226580.jpg,resized_only,Grape,Unripe,Grape,Unripe,0.613074779510498,True,True,True,True
Unripe Grape,C:\Users\Kai\Documents\Image Processing\assgm\archive (1)\Unripe Grape\2024-06-19-11-31-32_mp4-0005_jpg.rf.14bed68b5b7a03708156672cfb226580.jpg,median3_bilateral,Grape,Unripe,Grape,Unripe,0.6500648260116577,True,True,True,True
Unripe Grape,C:\Users\Kai\Documents\Image Processing\assgm\archive (1)\Unripe Grape\2024-06-19-11-31-32_mp4-0005_jpg.rf.14bed68b5b7a03708156672cfb226580.jpg,median5_bilateral,Grape,Unripe,Grape,Unripe,0.6558293700218201,True,True,True,True
Unripe Grape,C:\Users\Kai\Documents\Image Processing\assgm\archive (1)\Unripe Grape\2024-06-19-11-31-32_mp4-0005_jpg.rf.14bed68b5b7a03708156672cfb226580.jpg,median3_clahe,Grape,Unripe,Grape,Unripe,0.5984877347946167,True,True,True,True
Unripe Grape,C:\Users\Kai\Documents\Image Processing\assgm\archive (1)\Unripe Grape\2024-06-19-11-31-32_mp4-0005_jpg.rf.14bed68b5b7a03708156672cfb226580.jpg,median5_clahe,Grape,Unripe,Grape,Unripe,0.6659666895866394,True,True,True,True
Unripe Grape,C:\Users\Kai\Documents\Image Processing\assgm\archive (1)\Unripe Grape\2024-06-19-11-31-32_mp4-0317_jpg.rf.222166fa8b82c100909d809214f74159.jpg,resized_only,Grape,Unripe,,,0.0,False,False,False,False
Unripe Grape,C:\Users\Kai\Documents\Image Processing\assgm\archive (1)\Unripe Grape\2024-06-19-11-31-32_mp4-0317_jpg.rf.222166fa8b82c100909d809214f74159.jpg,median3_bilateral,Grape,Unripe,Grape,Ripe,0.5156078934669495,True,True,False,False
Unripe Grape,C:\Users\Kai\Documents\Image Processing\assgm\archive (1)\Unripe Grape\2024-06-19-11-31-32_mp4-0317_jpg.rf.222166fa8b82c100909d809214f74159.jpg,median5_bilateral,Grape,Unripe,Grape,Ripe,0.4855883717536926,True,True,False,False
Unripe Grape,C:\Users\Kai\Documents\Image Processing\assgm\archive (1)\Unripe Grape\2024-06-19-11-31-32_mp4-0317_jpg.rf.222166fa8b82c100909d809214f74159.jpg,median3_clahe,Grape,Unripe,Grape,Ripe,0.5102922320365906,True,True,False,False
Unripe Grape,C:\Users\Kai\Documents\Image Processing\assgm\archive (1)\Unripe Grape\2024-06-19-11-31-32_mp4-0317_jpg.rf.222166fa8b82c100909d809214f74159.jpg,median5_clahe,Grape,Unripe,Grape,Ripe,0.5025147199630737,True,True,False,False
Unripe Grape,C:\Users\Kai\Documents\Image Processing\assgm\archive (1)\Unripe Grape\287_png.rf.a9791de1d9e25ae87dfb0f1fde98f75f.jpg,resized_only,Grape,Unripe,Grape,Unripe,0.6215960383415222,True,True,True,True
Unripe Grape,C:\Users\Kai\Documents\Image Processing\assgm\archive (1)\Unripe Grape\287_png.rf.a9791de1d9e25ae87dfb0f1fde98f75f.jpg,median3_bilateral,Grape,Unripe,Grape,Unripe,0.7435355186462402,True,True,True,True
Unripe Grape,C:\Users\Kai\Documents\Image Processing\assgm\archive (1)\Unripe Grape\287_png.rf.a9791de1d9e25ae87dfb0f1fde98f75f.jpg,median5_bilateral,Grape,Unripe,Grape,Unripe,0.6426444053649902,True,True,True,True
Unripe Grape,C:\Users\Kai\Documents\Image Processing\assgm\archive (1)\Unripe Grape\287_png.rf.a9791de1d9e25ae87dfb0f1fde98f75f.jpg,median3_clahe,Grape,Unripe,Grape,Unripe,0.7232353687286377,True,True,True,True
Unripe Grape,C:\Users\Kai\Documents\Image Processing\assgm\archive (1)\Unripe Grape\287_png.rf.a9791de1d9e25ae87dfb0f1fde98f75f.jpg,median5_clahe,Grape,Unripe,Grape,Unripe,0.6876510977745056,True,True,True,True
Unripe Grape,C:\Users\Kai\Documents\Image Processing\assgm\archive (1)\Unripe Grape\4698c38e-156_jpg.rf.463a992cd01db3962566e1bb655ee850.jpg,resized_only,Grape,Unripe,Grape,Unripe,0.9038442373275757,True,True,True,True
Unripe Grape,C:\Users\Kai\Documents\Image Processing\assgm\archive (1)\Unripe Grape\4698c38e-156_jpg.rf.463a992cd01db3962566e1bb655ee850.jpg,median3_bilateral,Grape,Unripe,Grape,Unripe,0.8831531405448914,True,True,True,True
Unripe Grape,C:\Users\Kai\Documents\Image Processing\assgm\archive (1)\Unripe Grape\4698c38e-156_jpg.rf.463a992cd01db3962566e1bb655ee850.jpg,median5_bilateral,Grape,Unripe,Grape,Unripe,0.7874234914779663,True,True,True,True
Unripe Grape,C:\Users\Kai\Documents\Image Processing\assgm\archive (1)\Unripe Grape\4698c38e-156_jpg.rf.463a992cd01db3962566e1bb655ee850.jpg,median3_clahe,Grape,Unripe,Grape,Unripe,0.8697054982185364,True,True,True,True
Unripe Grape,C:\Users\Kai\Documents\Image Processing\assgm\archive (1)\Unripe Grape\4698c38e-156_jpg.rf.463a992cd01db3962566e1bb655ee850.jpg,median5_clahe,Grape,Unripe,Grape,Unripe,0.7408908009529114,True,True,True,True
Unripe Grape,C:\Users\Kai\Documents\Image Processing\assgm\archive (1)\Unripe Grape\PXL_20230819_121106107_jpg.rf.0d52ed26382323824011f10a1f3a5f30.jpg,resized_only,Grape,Unripe,Grape,Unripe,0.8179977536201477,True,True,True,True
Unripe Grape,C:\Users\Kai\Documents\Image Processing\assgm\archive (1)\Unripe Grape\PXL_20230819_121106107_jpg.rf.0d52ed26382323824011f10a1f3a5f30.jpg,median3_bilateral,Grape,Unripe,Grape,Unripe,0.8154690861701965,True,True,True,True
Unripe Grape,C:\Users\Kai\Documents\Image Processing\assgm\archive (1)\Unripe Grape\PXL_20230819_121106107_jpg.rf.0d52ed26382323824011f10a1f3a5f30.jpg,median5_bilateral,Grape,Unripe,Grape,Unripe,0.8038299083709717,True,True,True,True
Unripe Grape,C:\Users\Kai\Documents\Image Processing\assgm\archive (1)\Unripe Grape\PXL_20230819_121106107_jpg.rf.0d52ed26382323824011f10a1f3a5f30.jpg,median3_clahe,Grape,Unripe,Grape,Unripe,0.8112002611160278,True,True,True,True
Unripe Grape,C:\Users\Kai\Documents\Image Processing\assgm\archive (1)\Unripe Grape\PXL_20230819_121106107_jpg.rf.0d52ed26382323824011f10a1f3a5f30.jpg,median5_clahe,Grape,Unripe,Grape,Unripe,0.7925882935523987,True,True,True,True
Unripe Grape,C:\Users\Kai\Documents\Image Processing\assgm\archive (1)\Unripe Grape\c9a6e6c6-346_jpg.rf.30f4012d0d60c524b435b9961236a697.jpg,resized_only,Grape,Unripe,Grape,Unripe,0.833258330821991,True,True,True,True
Unripe Grape,C:\Users\Kai\Documents\Image Processing\assgm\archive (1)\Unripe Grape\c9a6e6c6-346_jpg.rf.30f4012d0d60c524b435b9961236a697.jpg,median3_bilateral,Grape,Unripe,Grape,Unripe,0.8266511559486389,True,True,True,True
Unripe Grape,C:\Users\Kai\Documents\Image Processing\assgm\archive (1)\Unripe Grape\c9a6e6c6-346_jpg.rf.30f4012d0d60c524b435b9961236a697.jpg,median5_bilateral,Grape,Unripe,Grape,Unripe,0.8189600110054016,True,True,True,True
Unripe Grape,C:\Users\Kai\Documents\Image Processing\assgm\archive (1)\Unripe Grape\c9a6e6c6-346_jpg.rf.30f4012d0d60c524b435b9961236a697.jpg,median3_clahe,Grape,Unripe,Grape,Unripe,0.8448590636253357,True,True,True,True
Unripe Grape,C:\Users\Kai\Documents\Image Processing\assgm\archive (1)\Unripe Grape\c9a6e6c6-346_jpg.rf.30f4012d0d60c524b435b9961236a697.jpg,median5_clahe,Grape,Unripe,Grape,Unripe,0.8412057161331177,True,True,True,True
Unripe Grape,C:\Users\Kai\Documents\Image Processing\assgm\archive (1)\Unripe Grape\vine22_jpg.rf.78ac5feb3bf7452adcf496d838ec26a6.jpg,resized_only,Grape,Unripe,Grape,Unripe,0.8022105097770691,True,True,True,True
Unripe Grape,C:\Users\Kai\Documents\Image Processing\assgm\archive (1)\Unripe Grape\vine22_jpg.rf.78ac5feb3bf7452adcf496d838ec26a6.jpg,median3_bilateral,Grape,Unripe,Grape,Unripe,0.7865979671478271,True,True,True,True
Unripe Grape,C:\Users\Kai\Documents\Image Processing\assgm\archive (1)\Unripe Grape\vine22_jpg.rf.78ac5feb3bf7452adcf496d838ec26a6.jpg,median5_bilateral,Grape,Unripe,Grape,Unripe,0.7753408551216125,True,True,True,True
